gis_id,NAME,population_total_val,children_u18_in_poverty_2007,children_u18_in_poverty_2010,children_u18_in_poverty_2014,children_u18_in_poverty_delta_07_14,children_u18_in_poverty_delta_10_14
E01027527,Northumberland 012D,7108.00,10,15,10,0,-0.333333333
E01027528,Northumberland 010A,19724.00,10,5,10,0,1
E01027529,Northumberland 010B,15103.00,5,0,0,-1,0
E01027530,Northumberland 017A,14474.00,15,5,5,-0.666666667,0
E01027531,Northumberland 017B,19515.00,10,10,10,0,0
E01027532,Northumberland 014A,9939.00,5,10,5,0,-0.5
E01027533,Northumberland 013A,10031.00,15,10,10,-0.333333333,0
E01027534,Northumberland 017C,12572.00,25,5,10,-0.6,1
E01027535,Northumberland 017D,15658.00,0,5,0,0,-1
E01027536,Northumberland 012E,17047.00,5,5,5,0,0
E01027537,Northumberland 014B,17546.00,10,10,10,0,0
E01027538,Northumberland 014C,11203.00,5,5,0,-1,-1
E01027539,Northumberland 010C,13630.00,15,10,10,-0.333333333,0
E01027540,Northumberland 013B,15040.00,20,15,15,-0.25,0
E01027541,Northumberland 009A,14465.00,5,10,5,0,-0.5
E01027542,Northumberland 009B,18576.00,10,20,5,-0.5,-0.75
E01027543,Northumberland 009C,16083.00,10,5,10,0,1
E01027544,Northumberland 009D,17864.00,5,5,5,0,0
E01027545,Northumberland 010D,6138.00,15,20,25,0.666666667,0.25
E01027546,Northumberland 010E,16315.00,10,15,10,0,-0.333333333
E01027549,Northumberland 013E,7306.00,0,0,0,0,0
E01027550,Northumberland 020E,14870.00,0,5,5,0,0
E01027551,Northumberland 020F,7048.00,15,5,20,0.333333333,3
E01027552,Northumberland 020G,7054.00,10,15,20,1,0.333333333
E01027553,Northumberland 017E,19878.00,10,10,10,0,0
E01027554,Northumberland 017F,14394.00,5,5,10,1,1
E01032483,Sunderland 032F,18644.00,,,,,
E01032484,Sunderland 032G,18196.00,,,,,
E01032540,Hartlepool 003G,18409.00,,,,,
E01032541,Hartlepool 003H,9656.00,,,,,
E01032545,Darlington 002E,9220.00,,,,,
E01032546,Darlington 002F,17098.00,,,,,
E01032647,North Tyneside 011E,14374.00,,,,,
E01032648,North Tyneside 011F,11720.00,,,,,
E01032649,North Tyneside 019F,16524.00,,,,,
E01032650,North Tyneside 019G,14674.00,,,,,
E01033074,South Tyneside 013E,19909.00,,,,,
E01033075,Sunderland 005G,19134.00,,,,,
E01033076,Sunderland 012F,13827.00,,,,,
E01033077,Sunderland 027F,7237.00,,,,,
E01033161,County Durham 021D,12564.00,,,,,
E01033163,County Durham 016F,7081.00,,,,,
E01033164,County Durham 030D,13920.00,,,,,
E01033195,County Durham 030E,12745.00,,,,,
E01033197,County Durham 030F,19238.00,,,,,
E01033198,County Durham 021E,11970.00,,,,,
E01033202,County Durham 016G,13454.00,,,,,
E01033203,County Durham 053E,6560.00,,,,,
E01033205,County Durham 021F,8713.00,,,,,
E01033206,County Durham 021G,13548.00,,,,,
E01033221,County Durham 030G,8977.00,,,,,
E01033465,Hartlepool 001F,5632.00,,,,,
E01033466,Hartlepool 003I,7302.00,,,,,
E01033467,Hartlepool 001G,7286.00,,,,,
E01033481,Darlington 001E,14616.00,,,,,
E01033482,Darlington 001F,14458.00,,,,,
E01033483,Darlington 008E,16715.00,,,,,
E01033484,Darlington 008F,12249.00,,,,,
E01033543,Newcastle upon Tyne 024G,6073.00,,,,,
E01033545,Newcastle upon Tyne 024H,5691.00,,,,,
E01033547,Newcastle upon Tyne 025E,14029.00,,,,,
E01033548,Newcastle upon Tyne 023G,18129.00,,,,,
E01033550,Newcastle upon Tyne 002F,12160.00,,,,,
E01033551,Newcastle upon Tyne 002G,10253.00,,,,,
E01033553,Newcastle upon Tyne 023H,12120.00,,,,,
E01033554,Newcastle upon Tyne 024I,11938.00,,,,,
E01033556,Newcastle upon Tyne 022H,17858.00,,,,,
E01033714,Northumberland 033F,15167.00,,,,,
E01033715,Northumberland 005D,5740.00,,,,,
E01033716,Northumberland 013F,19376.00,,,,,
E01033717,Northumberland 005E,9307.00,,,,,
E01033718,Northumberland 016F,18286.00,,,,,
